,class
61027,p
21748,e
14520,e
53791,p
36926,p
44874,p
43359,p
21048,p
2058,e
15822,p
47391,p
2421,p
29484,p
6249,p
15049,e
1765,e
24045,e
57070,e
37053,p
60721,p
37766,p
30647,e
8419,p
41547,p
18629,p
15507,e
7198,p
38288,p
51776,e
43943,e
16025,e
58674,p
58753,p
39563,p
56501,p
44441,p
13779,p
54890,e
37620,p
54873,e
32697,p
35049,e
24394,e
38382,p
7911,p
42473,e
21024,p
58524,e
35181,e
49940,p
43373,p
20840,p
35939,p
54115,p
50538,e
28451,p
25822,p
17814,e
50282,p
42330,e
38193,p
11114,p
42286,e
59268,p
20501,e
7704,p
46983,p
19394,p
60414,e
50113,p
19680,p
11676,e
42837,e
45852,e
5009,e
53801,p
46504,e
48865,e
31247,e
10514,e
50384,p
9711,p
4701,e
61035,p
36584,p
48083,p
56930,e
7320,p
38943,p
24251,e
51138,p
10339,e
16096,e
18883,e
59316,p
57164,e
11325,e
22550,e
18075,e
28980,p
47481,p
38230,p
11154,p
36879,p
60765,p
38871,p
33947,p
34118,p
32946,p
27431,p
50110,p
2075,e
58252,e
23088,p
46712,e
14330,e
10638,p
10780,p
51485,e
18831,e
30375,e
33401,p
8143,p
14107,p
30649,e
430,p
5412,e
16395,e
40742,p
14909,e
29664,e
20950,p
45223,e
1857,e
1931,e
54020,p
7210,p
49337,e
46229,e
60963,p
17338,e
45490,e
32692,p
50497,e
34990,e
29758,e
55459,e
14719,e
51299,e
60331,p
49934,p
26585,p
48773,e
7049,e
5521,e
49028,e
41235,p
25330,e
15464,e
57925,p
23500,p
26923,e
13209,p
5158,e
29856,e
51627,e
15657,p
43169,p
40791,p
13231,p
38614,p
50850,p
24821,e
10229,p
11544,e
28138,p
17206,p
22329,e
26605,p
32377,p
12995,p
28110,p
10116,p
20258,e
617,p
29109,p
48932,e
27562,p
36830,p
50613,e
6674,e
2115,e
29603,p
55900,e
52582,e
50963,p
40896,p
4274,e
18168,e
56528,p
60809,p
31036,p
58350,e
54663,e
30561,e
42558,e
29628,p
11851,e
29491,p
32496,p
4299,e
18713,e
58932,p
31184,e
50328,p
26895,e
10162,p
32331,p
48225,p
36738,p
55959,e
43931,e
15359,e
1865,e
45946,e
46509,e
55926,e
52166,e
32639,p
32104,p
24505,e
60035,p
6219,p
41891,p
22237,e
41209,p
12275,p
32259,p
3930,p
18093,e
25412,e
29570,p
21400,e
57628,p
41354,p
32227,p
31495,e
54354,p
179,p
23022,p
38052,p
39127,p
15329,e
3441,e
20489,e
7736,p
19910,p
59444,p
42452,e
4850,e
20955,p
2816,e
49157,e
46397,e
59051,p
12403,e
48568,e
31422,e
11491,e
12115,p
36965,p
49763,e
7160,p
30092,p
45618,e
42702,e
26098,p
13696,p
35326,p
45543,e
9051,p
16497,e
57080,e
27637,p
37312,p
54887,e
42499,e
4409,e
38586,p
49572,e
30083,p
48314,p
13756,p
53633,p
43265,p
8566,e
55187,e
53175,e
58397,e
16494,e
9112,p
36049,e
27542,p
10058,p
45044,p
36563,p
52633,e
58064,p
38967,p
38102,p
47877,p
8213,p
36683,p
54676,e
44462,p
46239,e
51854,e
4712,e
46577,e
27535,p
31215,e
21192,e
17237,p
3168,e
26290,e
36765,p
4655,e
227,p
25438,p
29210,p
37879,p
19559,p
16975,p
15823,p
8532,e
10331,e
8800,e
16456,e
58798,p
12524,e
48458,e
12485,e
29574,p
6762,e
45577,e
54131,p
7159,p
2193,p
59054,p
37869,p
56118,e
29538,p
39352,p
51585,e
58011,p
53049,e
12471,e
31512,e
48317,p
21164,p
55640,e
60787,p
8439,p
53037,e
12561,e
7717,p
22471,e
26686,p
54118,p
8057,p
43530,e
43119,p
11671,e
27813,p
8684,e
17064,p
2796,e
13649,p
42038,e
42186,e
41855,p
38956,p
10278,e
50308,p
24690,e
6403,e
42208,e
20373,e
24998,e
7744,p
28824,p
51115,p
17396,e
13893,p
56619,p
16377,e
40114,p
13053,p
57580,p
23506,p
27552,p
1340,e
37149,p
29672,e
32274,p
55248,e
49811,p
9624,p
57863,p
24499,e
13457,p
33944,p
24087,e
47799,p
33919,p
12494,e
38379,p
55702,e
38049,p
24423,e
47256,p
18088,e
44870,p
18597,p
20550,e
5267,e
45926,e
50464,p
30501,e
52391,e
40226,p
9007,p
13378,p
52548,e
59133,p
23677,p
26422,e
3046,e
29632,p
16584,e
45896,e
15177,e
27526,p
14697,e
4129,p
60964,p
22834,p
56763,p
39344,p
19880,p
2590,e
16844,e
20162,e
43367,p
56389,p
35260,e
1510,p
23944,p
13353,p
48294,p
39559,p
34609,p
14378,e
16571,e
24407,e
13810,p
19587,p
1297,e
10698,p
15698,p
31793,p
26106,p
46060,e
28957,p
46938,e
58946,p
7949,p
26922,e
50976,p
2246,p
1570,p
58506,e
46964,p
11631,e
31076,e
16310,e
34992,e
25521,p
44861,p
27076,e
47304,p
17879,e
12936,p
42432,e
45112,p
53393,p
44063,e
42830,e
56795,p
5081,e
31148,e
5758,e
15595,p
14612,e
24606,e
55751,e
28648,p
16598,e
14545,e
57385,p
56507,p
34944,p
33248,p
14453,e
59451,p
49042,e
55951,e
47046,p
40467,p
20461,e
55868,e
6398,e
18686,p
34207,p
27447,p
8313,p
9260,e
25108,e
55204,e
57977,p
34909,p
58626,p
33970,p
29415,p
1622,p
37139,p
48421,e
17882,e
9199,e
7524,p
14567,e
48766,e
36218,e
2941,e
16531,e
24797,e
43582,e
24902,e
12319,p
7180,p
41564,p
22031,e
57896,p
41552,p
35339,p
45173,p
56207,p
28137,p
7370,p
48891,e
24814,e
13147,p
49685,e
13107,p
23830,p
28582,p
42628,e
21010,p
10929,p
50258,p
46826,e
30090,p
38727,p
22005,e
21241,e
53241,e
7692,p
24314,e
19662,p
46939,e
58379,e
25036,e
45507,e
6329,p
46266,e
21687,e
46205,e
25589,p
3543,p
58702,p
20618,e
10633,p
30389,e
31317,e
46192,e
49653,e
29701,e
8082,p
50175,p
38896,p
14728,e
39172,p
9302,e
29782,e
11342,e
39933,p
51466,e
12639,e
53480,p
10776,p
40456,p
46199,e
10224,p
46758,e
41281,p
12370,e
7932,p
43382,p
22035,e
27392,p
3295,e
3892,p
1455,p
14219,e
3634,p
34836,p
55740,e
6128,p
43635,e
56932,e
43622,e
31726,e
36277,e
12430,e
42950,e
7152,p
16045,e
735,p
49797,p
34975,e
19121,p
17274,p
49712,e
42999,e
35004,e
57630,p
54386,e
43226,p
42178,e
10960,p
37202,p
17855,e
10107,p
24125,e
36999,p
24173,e
12550,e
23536,p
31717,e
40276,p
2969,e
23668,p
46127,e
52659,e
21046,p
9258,e
32020,p
14621,e
23156,p
5540,e
12508,e
39510,p
20053,p
51150,p
16201,e
49810,p
33343,p
20782,e
22132,e
55883,e
54333,p
21395,e
31153,e
35630,p
47954,p
19237,p
51444,e
1626,p
24522,e
45753,e
14769,e
50551,e
25545,p
25836,p
23992,p
24941,e
54429,e
10120,p
4904,e
18353,e
16461,e
35538,p
1439,p
23248,p
58842,p
24589,e
42684,e
13826,p
25506,p
32977,p
23556,p
30321,p
41445,p
58121,p
32895,p
48396,e
1319,e
36346,e
6961,e
59903,p
17599,e
48605,e
58061,p
5677,e
24953,e
17322,e
56072,e
43689,e
3277,e
36308,e
9703,p
46630,e
10398,e
5753,e
52327,e
41157,p
244,p
44055,e
46561,e
15669,p
174,p
30270,p
35866,p
442,p
33007,p
16262,e
51454,e
10760,p
5296,e
59740,p
37798,p
60624,e
7599,p
20032,p
25013,e
13606,p
27836,p
8975,p
9621,p
44368,p
12575,e
40676,p
24237,e
49655,e
59623,p
26766,p
48753,e
40763,p
54537,e
810,p
60403,e
15493,e
59573,p
13767,p
22288,e
10559,e
14811,e
43597,e
6852,e
23915,p
17620,e
28558,p
46579,e
60854,p
20770,e
36044,e
9414,e
46588,e
40472,p
49667,e
22204,e
17354,e
6179,p
28237,p
18267,e
10463,e
49835,p
40687,p
18135,e
12435,e
2739,e
50434,p
56622,p
513,p
44040,e
28994,p
11803,e
32342,p
25012,e
41509,p
44673,p
15164,e
24607,e
33152,p
9658,p
25665,p
45458,e
49598,e
54417,e
10330,e
13511,p
31801,p
9013,p
39274,p
59602,p
38597,p
56797,p
14375,e
29674,e
8194,p
48557,e
56481,p
6357,e
11625,e
39732,p
58145,p
41954,p
42304,e
31556,e
36184,e
20070,p
50373,p
36915,p
4873,e
19469,p
44072,e
10371,e
43550,e
30481,e
31095,e
19896,p
28522,p
5873,e
58860,p
49114,e
10866,p
4985,e
4169,p
52278,e
5123,e
42121,e
43822,e
26133,e
41599,p
46677,e
47678,p
7608,p
53012,e
25911,p
44538,p
26134,e
28145,p
5057,e
51957,e
27914,p
12960,p
33648,e
37114,p
54230,p
26556,p
28833,p
59700,p
46543,e
19269,p
58248,e
49845,p
19913,p
30934,p
7848,p
50614,e
8539,e
6956,e
37802,p
7239,p
26929,e
45296,e
16943,e
48356,p
33464,p
46781,e
6504,e
55769,e
24075,e
8820,e
47361,p
45921,e
16371,e
4611,e
43428,e
43237,p
17446,e
10994,p
56469,p
1385,e
45438,e
47585,p
60214,p
61039,p
37242,p
35189,e
11091,p
22065,e
46772,e
17058,p
57062,e
54662,e
56475,p
36946,p
54953,e
3554,p
29515,p
1714,p
43856,e
34663,p
51783,e
25563,p
39436,p
27656,p
12715,p
6014,p
34286,p
33211,p
20278,e
17771,e
40585,p
32873,p
51418,e
30521,e
52093,e
37271,p
59783,p
24705,e
45371,e
36457,p
46,p
55338,e
24645,e
48112,p
18499,p
42387,e
32910,p
1082,e
18151,e
27091,e
22868,p
48085,p
18084,e
19385,p
22242,e
161,p
19628,p
35331,p
34323,p
21147,p
14640,e
4108,p
57929,p
17381,e
34375,p
54142,p
24312,e
414,p
27001,e
60839,p
8698,e
47052,p
43829,e
17576,e
22054,e
47613,p
40510,p
26479,p
56284,p
55311,e
56826,p
10246,e
7452,p
31683,e
50756,e
4195,p
41521,p
4766,e
48444,e
45514,e
40430,p
1842,e
46118,e
4453,e
16237,e
6470,e
31443,e
53555,p
39507,p
32229,p
31128,e
42199,e
4496,e
21009,p
29337,p
29285,p
24596,e
50828,e
13027,p
32784,p
18174,e
12418,e
24789,e
690,p
17348,e
49641,e
16819,e
16210,e
9792,p
41965,p
7955,p
53421,p
23057,p
56281,p
2774,e
31430,e
6524,e
25175,e
4406,e
756,p
40792,p
507,p
15062,e
55687,e
28485,p
11052,p
16742,e
39981,p
44411,p
20377,e
40439,p
41050,p
33222,p
56544,p
11659,e
51416,e
16150,e
35241,e
52842,e
30994,p
22450,e
24832,e
57065,e
44307,p
26043,p
49907,p
29953,e
2389,p
44756,p
45492,e
37165,p
18251,e
55904,e
48847,e
48354,p
32386,p
19988,p
56786,p
3646,p
5907,e
26419,e
55930,e
7558,p
26790,p
51476,e
12126,p
19776,p
29386,p
5124,e
13313,p
60658,e
39372,p
60440,e
870,p
23365,p
58752,p
5733,e
23582,p
46866,e
37683,p
18914,e
10610,p
47323,p
21334,e
53842,p
38868,p
42551,e
34051,p
38395,p
13740,p
54033,p
10136,p
37677,p
28799,p
60376,e
31986,p
50938,p
20282,e
1811,e
7650,p
40218,p
34894,p
50981,p
15644,p
40806,p
7732,p
41951,p
25580,p
24838,e
14343,e
8725,e
21883,e
23140,p
27930,p
5166,e
29417,p
6180,p
2899,e
16684,e
42545,e
48464,e
58989,p
13169,p
2236,p
14406,e
24640,e
8023,p
46785,e
52075,e
10974,p
31911,p
34971,e
59528,p
20527,e
54891,e
30892,p
32106,p
23928,p
14511,e
21281,e
43429,e
25138,e
55347,e
36443,p
21554,e
452,p
49233,e
49631,e
19347,p
10616,p
51537,e
48012,p
5655,e
4885,e
36248,e
30486,e
23179,p
31628,e
6812,e
16242,e
29773,e
14403,e
41144,p
7685,p
4364,e
17965,e
53831,p
39076,p
53093,e
33647,e
20586,e
47813,p
54305,p
38844,p
16110,e
17423,e
56814,p
18007,e
36970,p
22693,p
31253,e
45843,e
25224,e
21018,p
35603,p
21867,e
7008,e
56096,e
30049,p
7347,p
3609,p
5102,e
40424,p
44021,e
31976,p
34818,p
38809,p
17959,e
12502,e
47160,p
4034,p
30523,e
3990,p
46321,e
60434,e
49240,e
26949,e
48788,e
22382,e
5129,e
57846,p
8546,e
17113,p
31562,e
51409,e
55782,e
49855,p
59267,p
7240,p
28423,p
34852,p
14455,e
43233,p
43544,e
57382,p
37640,p
25463,p
35165,e
50214,p
6683,e
54829,e
29313,p
60693,e
36647,p
22640,p
60802,p
18259,e
3092,e
7873,p
35035,e
25236,e
60623,e
6386,e
60455,e
15194,e
1343,e
213,p
57593,p
17074,p
49172,e
26470,e
3878,p
56446,p
11948,e
33153,p
32633,p
19505,p
56871,e
42720,e
13640,p
43450,e
49776,p
16351,e
34427,p
13159,p
48845,e
40267,p
6045,p
52910,e
26866,e
6245,p
18981,e
39439,p
9881,p
26378,e
50469,p
22907,p
33695,e
21263,e
55941,e
17318,e
38476,p
8576,e
45413,e
1711,p
29914,e
18533,p
4408,e
4321,e
33711,e
35518,p
5465,e
25428,p
38152,p
52981,e
698,p
14669,e
53091,e
5046,e
58223,p
24592,e
8272,p
28317,p
15346,e
13123,p
8535,e
29214,p
6913,e
29590,p
27125,e
6734,e
16879,e
4888,e
3106,e
9726,p
26089,p
25588,p
18634,p
38352,p
24967,e
55747,e
49183,e
22775,p
36772,p
32979,p
55332,e
49683,e
3899,p
30836,p
35524,p
53953,p
34305,p
3332,e
12571,e
51192,e
50305,p
32503,p
51946,e
38453,p
36067,e
11274,p
22452,e
31143,e
42510,e
27627,p
37219,p
10987,p
41343,p
500,p
24714,e
5894,e
25163,e
14853,e
35176,e
8410,p
49994,p
10266,e
53462,p
33058,p
34158,p
60002,p
27349,p
3885,p
52204,e
42753,e
5027,e
40497,p
5322,e
39578,p
48030,p
10287,e
46585,e
28486,p
41769,p
55356,e
33968,p
10290,e
55413,e
8282,p
40377,p
46664,e
4692,e
32319,p
30196,p
28792,p
45877,e
53959,p
1523,p
39771,p
44701,p
40427,p
52453,e
43998,e
61053,p
61048,p
17462,e
20795,e
31849,p
4984,e
5511,e
33993,p
140,p
36472,p
2625,e
28209,p
36517,p
6842,e
6896,e
1055,p
56823,p
17546,e
8270,p
55623,e
32843,p
1496,p
13325,p
23336,p
16238,e
50715,e
44097,e
29255,p
55118,e
31094,e
4152,p
48683,e
7291,p
48027,p
14738,e
45267,e
24020,e
48646,e
52952,e
37505,p
19757,p
14221,e
56816,p
35806,p
40951,p
58358,e
29041,p
43411,p
20786,e
41841,p
50707,e
39075,p
15875,p
22190,e
21339,e
17956,e
49097,e
37012,p
26310,e
38803,p
35140,e
51276,e
17787,e
50475,p
39762,p
30735,p
5379,e
30181,p
50824,e
8737,e
18952,e
2751,e
3821,p
36949,p
38518,p
29759,e
413,p
46811,e
20041,p
9002,p
44708,p
23312,p
23255,p
46431,e
17767,e
32225,p
58971,p
55160,e
54185,p
40580,p
37959,p
33276,p
51533,e
13270,p
23300,p
20889,p
48878,e
52817,e
43586,e
49602,e
19603,p
15167,e
25613,p
18087,e
39744,p
1280,e
30722,p
30453,e
12212,p
26009,p
8608,e
43826,e
49789,p
49029,e
51690,e
33827,e
28781,p
17157,p
9182,e
5409,e
59990,p
15694,p
6148,p
9895,p
24411,e
60924,p
6429,e
22437,e
59252,p
1643,p
37295,p
52213,e
9217,e
22331,e
8881,p
27343,p
36632,p
10670,p
127,p
20515,e
13651,p
38619,p
33678,e
25611,p
43804,e
19296,p
36104,e
6555,e
27854,p
48360,p
27676,p
27190,p
60786,p
53199,e
33311,p
18452,p
4074,p
19432,p
29460,p
39398,p
40142,p
47777,p
15733,p
36750,p
26288,e
33131,p
3305,e
4903,e
25507,p
44418,p
52863,e
8133,p
48780,e
28244,p
57875,p
58683,p
5298,e
13869,p
32616,p
27689,p
3823,p
3535,p
37248,p
45754,e
14227,e
51261,e
9135,p
2472,e
24788,e
43920,e
25705,p
54303,p
773,p
13426,p
50166,p
3986,p
51551,e
53089,e
10655,p
50091,p
19929,p
50854,p
17895,e
49147,e
7108,p
37154,p
36573,p
31289,e
4442,e
44276,p
21070,p
50761,e
57853,p
49417,e
3080,e
23215,p
17604,e
32379,p
54058,p
3105,e
43489,e
53963,p
37106,p
28428,p
2360,p
2379,p
22188,e
28954,p
56750,p
23990,p
48925,e
18189,e
34954,e
51296,e
14132,e
48735,e
31839,p
5270,e
20412,e
53488,p
4583,e
48098,p
20191,e
14597,e
44684,p
24098,e
24906,e
21621,e
11517,e
4393,e
26408,e
48608,e
35628,p
51130,p
3744,p
43310,p
36806,p
27869,p
19246,p
29455,p
36343,e
54476,e
50412,p
45513,e
41629,p
23032,p
20759,e
50479,e
38222,p
24221,e
58781,p
54376,e
58470,e
58583,e
16745,e
4058,p
36379,p
24063,e
36875,p
51237,e
8857,p
49374,e
26319,e
59735,p
18835,e
31547,e
59196,p
36682,p
55096,e
11616,e
2167,p
44390,p
57106,e
29003,p
43761,e
20002,p
47191,p
44816,p
496,p
28048,p
8544,e
39006,p
25730,p
17966,e
47572,p
21330,e
2999,e
20399,e
3251,e
1425,p
46795,e
3581,p
4618,e
27771,p
33155,p
40382,p
40342,p
56942,e
32419,p
12699,e
44286,p
22365,e
54239,p
21482,e
5806,e
29535,p
34318,p
52449,e
7966,p
55585,e
54808,e
10756,p
44428,p
59331,p
47203,p
5968,e
52242,e
18581,p
20253,e
33598,e
54431,e
9121,p
38737,p
10493,e
29952,e
58544,e
20589,e
43362,p
39022,p
12186,p
9816,p
40598,p
53685,p
3850,p
22686,p
24541,e
33048,p
43522,e
50941,p
28059,p
14665,e
1938,e
49730,e
25701,p
33031,p
61000,p
53991,p
15899,e
35161,e
36098,e
31971,p
4127,p
57327,p
28215,p
16114,e
11152,p
58869,p
57367,p
21663,e
33220,p
5388,e
2582,e
47815,p
33150,p
18286,e
7217,p
30300,p
20249,e
4804,e
47939,p
15072,e
55718,e
50205,p
50807,e
4282,e
33628,e
38243,p
25552,p
60777,p
48789,e
59545,p
23483,p
3898,p
30958,p
51736,e
9076,p
6890,e
41002,p
40545,p
35689,p
21423,e
52823,e
10950,p
14216,e
49271,e
50101,p
35011,e
2773,e
29064,p
40303,p
58785,p
25978,p
6982,e
57795,p
10233,p
12061,p
22280,e
53249,e
46344,e
2728,e
2576,e
55052,e
6788,e
46675,e
5104,e
9911,p
53390,p
11045,p
1840,e
49917,p
54229,p
50752,e
26741,p
38853,p
59155,p
17668,e
24154,e
28834,p
57467,p
41740,p
41034,p
46358,e
49339,e
12807,p
36756,p
1252,e
60070,p
3970,p
58747,p
40985,p
54331,p
9995,p
33936,p
13670,p
18071,e
58229,p
58988,p
55309,e
52385,e
33480,p
60493,e
7827,p
22754,p
52016,e
19291,p
59843,p
2208,p
2298,p
36516,p
52349,e
51586,e
2648,e
27107,e
5301,e
42221,e
23881,p
16303,e
25505,p
60878,p
56900,e
8473,e
49862,p
27058,e
9362,e
32743,p
22906,p
21764,e
7693,p
16581,e
279,p
41684,p
18934,e
15997,e
39820,p
10654,p
22901,p
55756,e
19574,p
50589,e
6227,p
29726,e
5140,e
48820,e
7709,p
24445,e
56894,e
48368,e
53001,e
51779,e
54485,e
43316,p
11529,e
56236,p
49055,e
17061,p
30065,p
4278,e
32759,p
55520,e
46158,e
52015,e
32054,p
54555,e
38561,p
53279,e
23072,p
35134,e
58190,p
43692,e
25260,e
10083,p
48701,e
54784,e
24793,e
11563,e
35455,p
13208,p
25627,p
49566,e
6658,e
37961,p
25857,p
47136,p
44993,p
43492,e
3412,e
21952,e
781,p
14730,e
11867,e
10201,p
8102,p
29621,p
26902,e
7223,p
23118,p
22855,p
22129,e
43397,p
55504,e
50674,e
7971,p
46045,e
48541,e
49391,e
57093,e
27837,p
34497,p
30641,e
40416,p
56317,p
59795,p
15836,p
47969,p
26259,e
10081,p
16607,e
18216,e
25074,e
9324,e
50042,p
56962,e
16336,e
867,p
51628,e
18489,p
14553,e
60383,e
39749,p
25743,p
28998,p
6512,e
10494,e
50557,e
24452,e
18800,e
41638,p
31766,e
40839,p
46471,e
34128,p
36307,e
18397,p
21606,e
33636,e
32928,p
53557,p
52199,e
25942,p
29796,e
2782,e
14867,e
139,p
43649,e
46160,e
12029,p
38529,p
42483,e
7427,p
714,p
23850,p
35220,e
51488,e
56148,p
2707,e
19184,p
6489,e
19987,p
1599,p
18311,e
57799,p
55519,e
20569,e
12346,p
51076,p
56180,p
12739,p
42471,e
21457,e
2965,e
41216,p
55949,e
47291,p
23429,p
9323,e
920,p
14092,p
47469,p
45519,e
19649,p
60604,e
33409,p
57344,p
40647,p
51974,e
9795,p
5819,e
3095,e
59097,p
2188,p
43052,e
47049,p
53797,p
30996,p
4065,p
21050,p
44391,p
43287,p
46080,e
6696,e
51094,p
42961,e
36444,p
48842,e
37931,p
45868,e
35277,e
5834,e
59566,p
59628,p
12197,p
36499,p
22514,e
52249,e
24376,e
12780,p
35114,e
14057,p
56972,e
11675,e
28058,p
16100,e
8413,p
4390,e
24919,e
20044,p
14468,e
49996,p
11873,e
40695,p
16427,e
30451,e
5378,e
45846,e
33638,e
47704,p
5208,e
53314,p
12841,p
17730,e
23041,p
11469,e
21776,e
51925,e
531,p
40016,p
7501,p
34463,p
4558,e
53906,p
18594,p
7603,p
44078,e
54973,e
50151,p
32845,p
23133,p
7533,p
9397,e
42869,e
51504,e
50357,p
48566,e
45771,e
45049,p
15660,p
53560,p
18225,e
43548,e
54918,e
2197,p
15141,e
16555,e
27469,p
5020,e
16848,e
24424,e
16755,e
31021,p
28999,p
3726,p
52945,e
44929,p
25380,e
57835,p
20017,p
21430,e
26109,p
55049,e
54626,e
42010,e
57293,p
45729,e
124,p
48681,e
17977,e
37634,p
58271,e
38841,p
33953,p
52992,e
25393,e
50541,e
45766,e
30152,p
38637,p
60965,p
9175,p
57870,p
37430,p
2310,p
14142,e
8541,e
17660,e
52769,e
46132,e
39494,p
22531,e
60947,p
35825,p
31861,p
23504,p
46999,p
44667,p
20383,e
49559,e
40683,p
34057,p
5555,e
47515,p
38877,p
11583,e
46928,e
3971,p
39667,p
50811,e
23710,p
14874,e
30930,p
2022,e
25715,p
43969,e
32163,p
55621,e
52493,e
37511,p
20707,e
35584,p
57331,p
31154,e
6252,p
33585,e
26036,p
9339,e
1525,p
15399,e
10729,p
28184,p
23712,p
5196,e
16772,e
21364,e
40314,p
56187,p
19239,p
14149,e
9731,p
40133,p
29854,e
31503,e
57316,p
21738,e
32501,p
13673,p
54140,p
47467,p
22641,p
2192,p
30477,e
36023,e
57934,p
15903,e
24612,e
14103,p
32330,p
3408,e
44791,p
11305,e
45042,p
4162,p
36084,e
36816,p
27841,p
54067,p
21296,e
21449,e
55912,e
38738,p
28952,p
38815,p
